N_unmapped	4541178	4541178	4541178
N_multimapping	1830546	1830546	1830546
N_noFeature	4361360	35528819	35740402
N_ambiguous	3425633	860388	858062
FBgn0031081	39786	19760	20055
FBgn0052826	0	0	0
FBgn0031085	125	71	54
FBgn0062565	0	0	0
FBgn0031088	448	239	209
FBgn0041626	0	0	0
FBgn0040784	0	0	0
FBgn0031086	0	0	0
FBgn0031082	0	0	0
FBgn0031080	26	25	7
FBgn0052821	0	0	0
FBgn0053217	4023	1891	2132
FBgn0052350	5052	3805	3874
FBgn0024733	8918	4438	4498
FBgn0040372	8591	4371	4222
FBgn0000316	3766	2082	1992
FBgn0024989	1	1	2
FBgn0040371	68	31	37
FBgn0029521	1	0	1
FBgn0004034	727	393	334
FBgn0000022	0	0	0
FBgn0004170	0	0	0
FBgn0002561	3	0	3
FBgn0000137	1	1	0
FBgn0029522	0	628	721
FBgn0052817	44	343	434
FBgn0029524	125	53	78
FBgn0023536	905	632	526
FBgn0023534	4404	2321	2085
FBgn0023535	5	203	188
FBgn0023537	1213	634	579
FBgn0029525	1461	744	725
FBgn0029523	679	1266	1111
FBgn0010019	5	0	5
FBgn0011822	0	0	0
FBgn0052816	73	52	22
FBgn0040370	14742	7288	7456
FBgn0040373	0	1	7
FBgn0000108	136827	68919	67927
FBgn0025640	623	468	504
FBgn0025635	2394	1198	1196
FBgn0001341	730	352	400
FBgn0003575	3323	1757	1566
FBgn0025634	1746	928	818
FBgn0025638	7127	4262	4044
FBgn0040383	67	26	45
FBgn0040382	8564	4241	4324
FBgn0027343	84	24	62
FBgn0025621	2308	1141	1183
FBgn0029535	0	0	0
FBgn0026874	2	1	2
FBgn0025616	0	0	0
FBgn0015799	3405	1877	1544
FBgn0025620	0	0	0
FBgn0015288	3581	1781	1806
FBgn0029532	0	0	0
FBgn0029531	0	64	92
FBgn0025639	13681	7406	7494
FBgn0002579	4926	2505	2424
FBgn0026879	2176	1241	1304
FBgn0029529	707	425	426
FBgn0025633	2560	1319	1245
FBgn0040892	0	0	0
FBgn0040341	0	0	0
FBgn0029539	0	0	0
FBgn0040339	649	495	421
FBgn0052815	15959	9363	9570
FBgn0040340	3331	1592	1740
FBgn0040347	99	776	892
FBgn0042146	0	0	0
FBgn0029552	0	0	0
FBgn0040337	921	472	460
FBgn0040398	0	0	0
FBgn0040365	0	0	0
FBgn0040397	3177	1668	1719
FBgn0026143	1454	733	732
FBgn0040351	5604	3585	3453
FBgn0040338	0	0	0
FBgn0040350	0	0	0
FBgn0040349	0	0	0
FBgn0040348	8315	4913	4971
FBgn0040346	894	1995	1873
FBgn0040342	0	0	0
FBgn0040345	0	130	136
FBgn0040343	72	20	52
FBgn0052814	182	88	96
FBgn0040364	65	36	29
FBgn0040362	0	0	0
FBgn0040361	0	0	0
FBgn0040360	0	0	0
FBgn0040359	0	0	0
FBgn0040358	0	0	0
FBgn0029568	0	0	0
FBgn0040357	0	0	0
FBgn0040367	7	11	11
FBgn0025642	0	0	0
FBgn0004650	0	0	1
FBgn0024362	3866	1840	2026
FBgn0024361	0	0	0
FBgn0024364	646	341	305
FBgn0029573	0	0	1
FBgn0024987	21057	10481	10578
FBgn0023169	9824	5109	4835
FBgn0052813	3834	1884	1958
FBgn0024985	24513	12126	12389
FBgn0027794	1676	918	758
FBgn0027795	223	121	102
FBgn0024986	879	564	442
FBgn0000826	0	0	0
FBgn0024365	1836	912	924
FBgn0024360	196	107	89
FBgn0024366	0	0	1
FBgn0025641	10672	5379	5293
FBgn0052811	23	5	18
FBgn0028550	2403	1223	1181
FBgn0026876	703	317	386
FBgn0040366	646	324	337
FBgn0040363	0	0	0
FBgn0040368	0	0	0
FBgn0026872	1854	949	979
FBgn0029580	272	224	172
FBgn0025383	60	24	36
FBgn0025381	2208	1122	1086
FBgn0025394	5674	2955	2847
FBgn0000482	3174	1647	1716
FBgn0001189	0	1301	1460
FBgn0029587	441	6222	6449
FBgn0024897	122	69	95
FBgn0025391	1351	610	741
FBgn0025378	0	0	0
FBgn0023130	1632	928	1060
FBgn0023530	294	216	167
FBgn0025390	281	181	173
FBgn0025393	0	57	53
FBgn0003517	10572	5308	5270
FBgn0044508	0	0	0
FBgn0025382	2183	1096	1097
FBgn0052808	302	269	229
FBgn0027791	1070	570	502
FBgn0027793	34	19	15
FBgn0052806	0	0	0
FBgn0026873	1170	677	715
FBgn0023513	181	127	102
FBgn0014411	4985	2965	2819
FBgn0023514	1808	1235	1326
FBgn0029594	2187	1425	1524
FBgn0023519	1602	1824	1795
FBgn0023509	1635	975	957
FBgn0023510	15297	7764	7533
FBgn0023508	4979	2525	2456
FBgn0023522	3079	1454	1653
FBgn0023521	634	341	294
FBgn0025627	119	69	62
FBgn0025630	2285	1556	1691
FBgn0025629	1017	864	822
FBgn0025628	4954	2736	2985
FBgn0029596	14	87	48
FBgn0025626	2476	1292	1187
FBgn0025625	5912	3697	3851
FBgn0025631	165	103	62
FBgn0026878	30	19	11
FBgn0000667	7110	4401	4424
FBgn0003964	8092	4074	4026
FBgn0023545	2936	1846	1818
FBgn0023520	833	447	415
FBgn0023512	1358	793	820
FBgn0023511	2590	1239	1483
FBgn0052801	0	52	29
FBgn0023518	1723	1224	1265
FBgn0026088	1256	1000	1012
FBgn0026089	1441	1206	1035
FBgn0023517	487	271	250
FBgn0023516	839	535	549
FBgn0023515	553	276	277
FBgn0028969	6762	3263	3500
FBgn0026090	2741	1406	1339
FBgn0029590	0	0	0
FBgn0025624	2085	1327	1331
FBgn0040395	40136	19931	20207
FBgn0000382	50456	25610	24857
FBgn0023507	408	192	220
FBgn0004654	265	589	517
FBgn0023540	101	51	50
FBgn0025839	2368	1304	1180
FBgn0011576	1	454	468
FBgn0015036	0	331	292
FBgn0003116	2056	1258	1463
FBgn0040899	782	433	349
FBgn0040900	3124	1567	1561
FBgn0024984	15	13	22
FBgn0023549	1219	871	796
FBgn0029606	0	0	0
FBgn0003048	1880	1060	1073
FBgn0000810	2015	1058	957
FBgn0023523	3	1	2
FBgn0023527	1249	1130	1118
FBgn0040391	1	1	0
FBgn0053218	0	0	0
FBgn0003079	7076	3610	3467
FBgn0003159	755	351	404
FBgn0040389	1074	582	493
FBgn0044047	0	0	0
FBgn0040392	0	0	0
FBgn0023526	3805	1888	1917
FBgn0023529	19775	9876	9903
FBgn0023528	10665	5923	5943
FBgn0027296	2638	1327	1316
FBgn0023524	18866	9377	9489
FBgn0023525	1078	589	489
FBgn0000377	1504	743	761
FBgn0001330	780	512	519
FBgn0004397	292	168	124
FBgn0023550	180	78	102
FBgn0029603	82	38	44
FBgn0023542	2100	1440	1343
FBgn0023541	0	307	336
FBgn0005670	0	0	0
FBgn0004655	4792	2532	2262
FBgn0013432	2394	1674	1561
FBgn0004861	1045	588	464
FBgn0004860	1534	734	800
FBgn0040394	702	604	672
FBgn0040376	3666	3277	3228
FBgn0040066	1441	770	671
FBgn0001404	14065	7037	7057
FBgn0040336	131	96	58
FBgn0040333	0	18	12
FBgn0040334	2296	1241	1055
FBgn0029629	2338	1230	1108
FBgn0011566	2441	1745	1565
FBgn0011606	1	9	4
FBgn0040375	3894	3485	3254
FBgn0040377	184	90	94
FBgn0040388	111	49	69
FBgn0003714	1545	698	849
FBgn0001150	56	35	21
FBgn0052797	0	0	3
FBgn0040385	0	1	0
FBgn0003371	45966	23159	22816
FBgn0003068	8675	4468	4534
FBgn0024993	538	270	268
FBgn0024996	2074	1268	1152
FBgn0024997	194	95	99
FBgn0024991	451	285	245
FBgn0000928	0	0	0
FBgn0000927	0	0	0
FBgn0000520	1124	534	638
FBgn0024975	499	405	452
FBgn0040356	0	0	0
FBgn0003996	3238	1563	1675
FBgn0040384	6544	3169	3380
FBgn0024980	53	34	42
FBgn0000376	2510	1524	1344
FBgn0024973	2781	1515	1345
FBgn0024998	504	285	219
FBgn0024995	1266	732	877
FBgn0024994	2127	1046	1081
FBgn0024992	1336	669	668
FBgn0000092	0	178	147
FBgn0025838	51	34	17
FBgn0011276	106	78	28
FBgn0004647	310	252	194
FBgn0040396	725	382	343
FBgn0000479	26828	13597	13340
FBgn0002933	0	0	0
FBgn0003374	48	24	24
FBgn0029660	1	1	2
FBgn0029662	1	1	1
FBgn0029661	0	0	0
FBgn0029659	1	1	0
FBgn0029658	0	0	0
FBgn0052493	0	0	0
FBgn0029657	1	1275	1416
FBgn0029656	16	8	8
FBgn0003086	4	3	1
FBgn0010296	0	0	0
FBgn0010295	1	0	1
FBgn0010294	107	163	146
FBgn0040393	0	0	1
FBgn0000644	0	0	0
FBgn0028746	3209	1609	1733
FBgn0040355	0	0	0
FBgn0052793	0	0	0
FBgn0029642	0	0	0
FBgn0025645	0	0	0
FBgn0029643	0	0	0
FBgn0029644	0	0	0
FBgn0029645	0	0	0
FBgn0029646	0	0	0
FBgn0029647	0	0	0
FBgn0029648	0	0	0
FBgn0028369	4879	2443	2459
FBgn0029649	0	0	0
FBgn0003285	322	200	122
FBgn0025644	0	0	0
FBgn0029639	0	0	0
FBgn0040354	0	0	0
FBgn0040353	0	0	0
FBgn0040352	0	0	0
FBgn0029664	2382	1107	1314
FBgn0029666	6282	3311	2993
FBgn0029669	38	32	17
FBgn0052792	141	203	224
FBgn0044046	130	56	104
FBgn0023215	9963	5047	4937
FBgn0015286	9813	5043	4775
FBgn0023216	1584	802	820
FBgn0029672	425	299	257
FBgn0052791	2091	1118	1032
FBgn0029667	27	25	4
FBgn0029665	1152	596	587
FBgn0029663	13120	6527	6593
FBgn0052785	0	0	1
FBgn0025118	0	0	0
FBgn0028491	0	0	1
FBgn0029681	0	0	0
FBgn0029686	703	385	318
FBgn0052786	9	0	9
FBgn0052783	10	2	8
FBgn0029687	44815	22822	22004
FBgn0029690	0	0	5
FBgn0029689	1997	1026	972
FBgn0029688	4800	2337	2473
FBgn0029685	4743	2429	2314
FBgn0019661	300195	152533	147733
FBgn0029694	0	48	43
FBgn0000221	420	202	219
FBgn0026084	5429	2804	2630
FBgn0026085	47	122	116
FBgn0026083	12173	7386	7893
FBgn0066114	2499	1451	1226
FBgn0029697	0	0	0
FBgn0029701	0	0	0
FBgn0029702	0	0	0
FBgn0029706	2398	1578	1479
FBgn0029707	51	21	30
FBgn0029705	0	0	0
FBgn0040907	1057	535	522
FBgn0002707	1379	757	623
FBgn0040906	9	6	3
FBgn0029703	0	0	0
FBgn0040905	0	0	0
FBgn0040904	0	0	0
FBgn0029700	0	0	0
FBgn0052774	0	0	0
FBgn0041252	1	0	2
FBgn0029696	0	0	0
FBgn0000635	13976	6767	7390
FBgn0026080	1225	2288	2223
FBgn0026079	1501	781	729
FBgn0004832	773	456	409
FBgn0029693	1652	758	894
FBgn0000179	9891	5062	4829
FBgn0029708	29112	14589	14536
FBgn0029709	4559	2308	2251
FBgn0029710	1489	700	789
FBgn0029712	820	830	771
FBgn0029714	599	252	347
FBgn0029716	0	0	0
FBgn0022768	3641	1845	1800
FBgn0029715	3081	1500	1581
FBgn0029713	3646	2082	2345
FBgn0029711	5510	2833	2695
FBgn0003210	2072	1033	1051
FBgn0052773	224	102	125
FBgn0011760	127756	65388	62395
FBgn0028325	11455	6098	5359
FBgn0029722	0	0	0
FBgn0029727	3	4	1
FBgn0029729	4	4	0
FBgn0029730	475	234	242
FBgn0029733	5	2	3
FBgn0052772	7463	3879	3584
FBgn0029737	3465	1811	1687
FBgn0004368	3040	1524	1518
FBgn0029740	0	0	0
FBgn0061196	0	0	2
FBgn0029728	0	0	2
FBgn0029726	62	39	23
FBgn0029725	0	0	0
FBgn0025679	0	0	0
FBgn0029724	0	0	0
FBgn0029745	189	105	84
FBgn0029746	0	0	0
FBgn0003449	2551	1326	1225
FBgn0011761	0	0	0
FBgn0029753	6	5	12
FBgn0029755	1576	961	959
FBgn0014024	4198	2228	2315
FBgn0029754	176	96	91
FBgn0029752	18	9	10
FBgn0029751	0	0	0
FBgn0029750	0	0	0
FBgn0029747	293	169	124
FBgn0052767	10803	5324	5485
FBgn0026751	969	452	518
FBgn0010014	44986	22487	22504
FBgn0029761	49700	24895	24809
FBgn0029763	5486	2667	2825
FBgn0029765	0	0	0
FBgn0029766	5	5	2
FBgn0029768	5692	3931	3858
FBgn0029770	0	0	0
FBgn0029771	2584	1530	1611
FBgn0026702	421	247	235
FBgn0004687	5536	2830	2708
FBgn0029778	716	390	327
FBgn0052762	0	0	0
FBgn0029769	1	1063	1034
FBgn0029762	1	1	0
FBgn0029756	1045	527	529
FBgn0028474	3234	1671	1631
FBgn0029785	3434	1771	1665
FBgn0003747	49	69	129
FBgn0000394	58	329	228
FBgn0029791	3	0	3
FBgn0029795	64	36	28
FBgn0029798	572	307	270
FBgn0029799	2177	3902	3752
