N_unmapped	10965112	10965112	10965112
N_multimapping	2460744	2460744	2460744
N_noFeature	5960474	46576977	46372798
N_ambiguous	4565108	1136679	1149499
FBgn0031081	45029	22535	22516
FBgn0052826	30	17	13
FBgn0031085	19	15	4
FBgn0062565	0	0	0
FBgn0031088	742	334	408
FBgn0041626	0	0	0
FBgn0040784	0	0	1
FBgn0031086	0	0	0
FBgn0031082	0	0	0
FBgn0031080	132	68	71
FBgn0052821	0	0	0
FBgn0053217	4155	2117	2038
FBgn0052350	5740	4815	4799
FBgn0024733	14250	7282	6996
FBgn0040372	12293	6003	6290
FBgn0000316	6945	3669	3868
FBgn0024989	449	199	250
FBgn0040371	218	109	109
FBgn0029521	0	0	0
FBgn0004034	1139	600	541
FBgn0000022	0	0	0
FBgn0004170	0	0	0
FBgn0002561	0	0	0
FBgn0000137	1	0	1
FBgn0029522	0	477	508
FBgn0052817	89	427	553
FBgn0029524	181	144	162
FBgn0023536	2025	1198	1340
FBgn0023534	5179	2540	2640
FBgn0023535	95	314	455
FBgn0023537	3641	1695	1946
FBgn0029525	873	518	482
FBgn0029523	933	1311	1018
FBgn0010019	152	92	60
FBgn0011822	0	0	0
FBgn0052816	82	52	30
FBgn0040370	28862	14413	14449
FBgn0040373	0	0	0
FBgn0000108	131935	65989	65970
FBgn0025640	1275	965	866
FBgn0025635	2236	1147	1090
FBgn0001341	2178	1097	1126
FBgn0003575	3700	1751	1953
FBgn0025634	1824	1017	807
FBgn0025638	9249	5747	5507
FBgn0040383	282	158	127
FBgn0040382	12118	6049	6070
FBgn0027343	2	3	2
FBgn0025621	2939	1521	1423
FBgn0029535	0	0	0
FBgn0026874	1	0	2
FBgn0025616	0	0	0
FBgn0015799	4875	2353	2527
FBgn0025620	0	14	19
FBgn0015288	5351	2409	2946
FBgn0029532	0	1	0
FBgn0029531	0	91	67
FBgn0025639	16746	9120	9633
FBgn0002579	9641	4878	4768
FBgn0026879	3315	1943	1928
FBgn0029529	1432	924	756
FBgn0025633	3161	1507	1659
FBgn0040892	0	0	0
FBgn0040341	0	15	1
FBgn0029539	0	0	0
FBgn0040339	1115	825	783
FBgn0052815	22527	13496	13594
FBgn0040340	5872	2791	3082
FBgn0040347	241	1295	1362
FBgn0042146	0	0	0
FBgn0029552	0	0	0
FBgn0040337	958	529	470
FBgn0040398	0	0	0
FBgn0040365	0	0	0
FBgn0040397	4915	2630	2533
FBgn0026143	3698	1952	1789
FBgn0040351	3689	2468	2477
FBgn0040338	0	0	0
FBgn0040350	2	2	2
FBgn0040349	0	0	0
FBgn0040348	12274	7090	7602
FBgn0040346	912	2677	2786
FBgn0040342	0	0	0
FBgn0040345	0	236	257
FBgn0040343	121	70	51
FBgn0052814	530	275	256
FBgn0040364	1	1	0
FBgn0040362	0	0	0
FBgn0040361	0	0	0
FBgn0040360	0	0	0
FBgn0040359	0	1	0
FBgn0040358	0	0	0
FBgn0029568	0	0	0
FBgn0040357	0	0	0
FBgn0040367	0	0	0
FBgn0025642	135	90	45
FBgn0004650	0	0	0
FBgn0024362	3616	1693	1923
FBgn0024361	0	0	0
FBgn0024364	1395	724	675
FBgn0029573	0	0	0
FBgn0024987	24070	12257	11815
FBgn0023169	12866	6632	6482
FBgn0052813	4772	2359	2481
FBgn0024985	27314	13404	13910
FBgn0027794	2239	1198	1041
FBgn0027795	350	182	168
FBgn0024986	3166	1671	1810
FBgn0000826	1	0	1
FBgn0024365	4605	2359	2250
FBgn0024360	1739	900	839
FBgn0024366	0	0	0
FBgn0025641	13248	6375	6874
FBgn0052811	74	30	44
FBgn0028550	1719	844	877
FBgn0026876	210	126	84
FBgn0040366	1096	556	546
FBgn0040363	2	0	2
FBgn0040368	0	0	0
FBgn0026872	2144	1193	1043
FBgn0029580	422	280	336
FBgn0025383	0	0	0
FBgn0025381	1559	800	761
FBgn0025394	10964	5481	5609
FBgn0000482	2317	1298	1431
FBgn0001189	0	1784	1919
FBgn0029587	473	7668	7448
FBgn0024897	3	9	16
FBgn0025391	2058	1060	1002
FBgn0025378	0	0	0
FBgn0023130	2280	1432	1639
FBgn0023530	461	305	283
FBgn0025390	1506	844	782
FBgn0025393	0	80	45
FBgn0003517	15202	7317	7892
FBgn0044508	0	0	0
FBgn0025382	3491	1807	1691
FBgn0052808	568	414	395
FBgn0027791	1595	837	803
FBgn0027793	0	0	0
FBgn0052806	0	0	0
FBgn0026873	1596	939	967
FBgn0023513	34	32	26
FBgn0014411	4793	2734	2851
FBgn0023514	3295	2184	2343
FBgn0029594	3064	2027	2201
FBgn0023519	3905	3434	3414
FBgn0023509	1902	1257	1096
FBgn0023510	16449	8082	8391
FBgn0023508	7060	3565	3498
FBgn0023522	3278	1666	1640
FBgn0023521	855	484	372
FBgn0025627	0	0	0
FBgn0025630	1686	1365	1175
FBgn0025629	1151	848	1012
FBgn0025628	5633	3263	3230
FBgn0029596	0	0	0
FBgn0025626	3005	1522	1488
FBgn0025625	5362	3599	3780
FBgn0025631	78	52	28
FBgn0026878	313	167	150
FBgn0000667	8703	5833	5786
FBgn0003964	11993	6204	5803
FBgn0023545	5045	2937	3037
FBgn0023520	379	203	205
FBgn0023512	2132	1133	1382
FBgn0023511	2626	1388	1355
